"protocolo";"data.atendimento";"situacao";"espera.encaminhamento";"data.captura"
"4343001";"18/10/2016 01:01:43";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342992";"18/10/2016 01:01:43";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342991";"06/10/2016 01:01:25";"Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
"4342961";"06/10/2016 01:01:25";"DesistÃªncia de Vaga na Escola";"1 dia(s)";2016-11-02 00:41:57
"4342955";"07/10/2016 01:01:17";"Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
"4342928";"07/10/2016 01:01:17";"Matriculado";"2 dia(s)";2016-11-02 00:41:57
"4342910";"06/10/2016 01:01:25";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342900";"06/10/2016 01:01:25";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342891";"06/10/2016 01:04:18";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342882";"06/10/2016 01:01:25";"NÃ£o Compareceu";"1 dia(s)";2016-11-02 00:41:57
"4342874";"06/10/2016 01:04:18";"Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
"4342850";"06/10/2016 01:01:25";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342838";"22/10/2016 01:01:42";"Matriculado";"17 dia(s)";2016-11-02 00:41:57
"4342835";"06/10/2016 01:01:25";"Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
"4342825";"07/10/2016 01:01:17";"Recusa Auto.NÃ£o Comparecimento";"2 dia(s)";2016-11-02 00:41:57
"4342822";"06/10/2016 01:04:18";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342817";"06/10/2016 01:01:25";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342809";"07/10/2016 01:01:17";"Matriculado";"2 dia(s)";2016-11-02 00:41:57
"4342805";"18/10/2016 01:01:43";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342776";"07/10/2016 01:01:17";"Matriculado";"2 dia(s)";2016-11-02 00:41:57
"4342759";"06/10/2016 01:01:25";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342741";"12/10/2016 01:01:12";"DesistÃªncia de Vaga na Escola";"1 dia(s)";2016-11-02 00:41:57
"4342675";"06/10/2016 01:01:25";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342674";"19/10/2016 01:01:30";"Matriculado";"14 dia(s)";2016-11-02 00:41:57
"4342670";"06/10/2016 01:01:25";"Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
"4342654";"27/10/2016 01:02:55";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342635";"06/10/2016 01:01:25";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342633";"06/10/2016 01:01:25";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342618";"07/10/2016 01:01:17";"Matriculado";"2 dia(s)";2016-11-02 00:41:57
"4342612";"14/10/2016 01:01:17";"Matriculado";"9 dia(s)";2016-11-02 00:41:57
"4342487";"05/10/2016 01:03:58";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342469";"01/11/2016 01:02:44";"Aguardando EfetivaÃ§Ã£o de MatrÃ­cula";"1 dia(s)";2016-11-02 00:41:57
"4342464";"14/10/2016 01:01:17";"Matriculado";"10 dia(s)";2016-11-02 00:41:57
"4342447";"30/10/2016 01:02:19";"Aguardando EfetivaÃ§Ã£o de MatrÃ­cula";"3 dia(s)";2016-11-02 00:41:57
"4342430";"05/10/2016 01:03:58";"Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
"4342427";"06/10/2016 01:01:25";"Matriculado";"2 dia(s)";2016-11-02 00:41:57
"4342422";"10/10/2016 01:01:24";"NÃ£o Compareceu";"6 dia(s)";2016-11-02 00:41:57
"4342413";"05/10/2016 01:01:14";"Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
"4342407";"05/10/2016 01:01:14";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342385";"05/10/2016 01:01:14";"DesistÃªncia de Vaga na Escola";"1 dia(s)";2016-11-02 00:41:57
"4342371";"05/10/2016 01:01:14";"NÃ£o Compareceu";"1 dia(s)";2016-11-02 00:41:57
"4342345";"01/11/2016 01:02:44";"Aguardando EfetivaÃ§Ã£o de MatrÃ­cula";"1 dia(s)";2016-11-02 00:41:57
"4342332";"05/10/2016 01:01:14";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342320";"06/10/2016 01:01:25";"Matriculado";"2 dia(s)";2016-11-02 00:41:57
"4342284";"05/10/2016 01:01:14";"Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
"4342258";"19/10/2016 01:01:30";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342253";"07/10/2016 01:01:17";"Matriculado";"3 dia(s)";2016-11-02 00:41:57
"4342238";"26/10/2016 01:01:58";"NÃ£o Compareceu";"22 dia(s)";2016-11-02 00:41:57
"4342230";"05/10/2016 01:01:14";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342225";"08/10/2016 01:01:36";"Recusa Auto.NÃ£o Comparecimento";"4 dia(s)";2016-11-02 00:41:57
"4342224";"05/10/2016 01:01:14";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342197";"05/10/2016 01:01:14";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342173";"12/10/2016 01:01:12";"DesistÃªncia de Vaga na Escola";"8 dia(s)";2016-11-02 00:41:57
"4342165";"05/10/2016 01:01:14";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342163";"05/10/2016 01:01:14";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342161";"05/10/2016 01:01:14";"Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
"4342148";"05/10/2016 01:03:58";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342131";"05/10/2016 01:01:14";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342128";"08/10/2016 01:01:36";"DesistÃªncia de Vaga na Escola";"4 dia(s)";2016-11-02 00:41:57
"4342111";"07/10/2016 01:01:17";"Recusa Auto.NÃ£o Comparecimento";"3 dia(s)";2016-11-02 00:41:57
"4342106";"05/10/2016 01:01:14";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342094";"08/10/2016 01:04:34";"Recusa Auto.NÃ£o Comparecimento";"4 dia(s)";2016-11-02 00:41:57
"4342088";"07/10/2016 01:01:17";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342083";"05/10/2016 01:01:14";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342061";"05/10/2016 01:01:14";"Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
"4342052";"11/10/2016 01:01:19";"DesistÃªncia de Vaga na Escola";"7 dia(s)";2016-11-02 00:41:57
"4342039";"23/10/2016 01:01:23";"Matriculado";"19 dia(s)";2016-11-02 00:41:57
"4342035";"29/10/2016 01:02:18";"Aguardando EfetivaÃ§Ã£o de MatrÃ­cula";"25 dia(s)";2016-11-02 00:41:57
"4342029";"07/10/2016 01:01:17";"DesistÃªncia de Vaga na Escola";"3 dia(s)";2016-11-02 00:41:57
"4342028";"05/10/2016 01:01:14";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4342005";"07/10/2016 01:01:17";"Matriculado";"3 dia(s)";2016-11-02 00:41:57
"4341996";"05/10/2016 01:01:14";"Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
"4341958";"05/10/2016 01:01:14";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341946";"20/10/2016 01:01:38";"Matriculado";"16 dia(s)";2016-11-02 00:41:57
"4341927";"07/10/2016 01:01:17";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341913";"04/10/2016 01:01:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341911";"04/10/2016 01:01:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341910";"04/10/2016 01:01:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341907";"04/10/2016 01:01:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341901";"04/10/2016 01:01:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341900";"04/10/2016 01:01:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341894";"04/10/2016 01:01:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341874";"04/10/2016 01:01:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341870";"04/10/2016 01:01:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341863";"14/10/2016 01:01:17";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341850";"04/10/2016 01:01:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341848";"04/10/2016 01:01:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341769";"04/10/2016 01:01:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341709";"05/10/2016 01:01:14";"Recusa Auto.NÃ£o Comparecimento";"2 dia(s)";2016-11-02 00:41:57
"4341692";"17/10/2016 01:01:54";"Recusa Auto.NÃ£o Comparecimento";"14 dia(s)";2016-11-02 00:41:57
"4341681";"28/10/2016 01:02:13";"Matriculado";"25 dia(s)";2016-11-02 00:41:57
"4341674";"04/10/2016 01:03:53";"Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
"4341668";"18/10/2016 01:01:43";"Recusa Auto.NÃ£o Comparecimento";"15 dia(s)";2016-11-02 00:41:57
"4341640";"04/10/2016 01:03:53";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341619";"04/10/2016 01:01:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341616";"07/10/2016 01:01:17";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341608";"04/10/2016 01:01:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341598";"31/10/2016 01:01:46";"Matriculado";"28 dia(s)";2016-11-02 00:41:57
"4341591";"05/10/2016 01:01:14";"Recusa Auto.NÃ£o Comparecimento";"2 dia(s)";2016-11-02 00:41:57
"4341574";"28/10/2016 01:02:13";"Aguardando EfetivaÃ§Ã£o de MatrÃ­cula";"25 dia(s)";2016-11-02 00:41:57
"4341568";"29/10/2016 01:02:18";"Aguardando EfetivaÃ§Ã£o de MatrÃ­cula";"26 dia(s)";2016-11-02 00:41:57
"4341549";"05/10/2016 01:03:58";"Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
"4341535";"11/10/2016 01:01:19";"DesistÃªncia de Vaga na Escola";"1 dia(s)";2016-11-02 00:41:57
"4341533";"04/10/2016 01:01:13";"Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
"4341531";"04/10/2016 01:01:13";"DesistÃªncia de Vaga na Escola";"1 dia(s)";2016-11-02 00:41:57
"4341521";"07/10/2016 01:01:17";"Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
"4341487";"20/10/2016 01:01:38";"Matriculado";"17 dia(s)";2016-11-02 00:41:57
"4341477";"04/10/2016 01:01:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341470";"12/10/2016 01:01:12";"Recusa Auto.NÃ£o Comparecimento";"9 dia(s)";2016-11-02 00:41:57
"4341465";"05/10/2016 01:01:14";"Matriculado";"2 dia(s)";2016-11-02 00:41:57
"4341430";"05/10/2016 01:03:58";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341382";"04/10/2016 01:01:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341374";"05/10/2016 01:01:14";"Matriculado";"2 dia(s)";2016-11-02 00:41:57
"4341373";"08/10/2016 01:01:36";"Matriculado";"5 dia(s)";2016-11-02 00:41:57
"4341363";"04/10/2016 01:01:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341341";"04/10/2016 01:03:53";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341300";"27/10/2016 01:02:55";"Aguardando EfetivaÃ§Ã£o de MatrÃ­cula";"2 dia(s)";2016-11-02 00:41:57
"4341252";"04/10/2016 01:03:53";"Matriculado";"4 dia(s)";2016-11-02 00:41:57
"4341210";"06/10/2016 01:01:25";"Matriculado";"6 dia(s)";2016-11-02 00:41:57
"4341181";"26/10/2016 01:01:58";"Matriculado";"26 dia(s)";2016-11-02 00:41:57
"4341174";"06/10/2016 01:01:25";"DeterminaÃ§Ã£o Legal: 110271576920168260001 - Matriculado";"6 dia(s)";2016-11-02 00:41:57
"4341170";"04/10/2016 01:01:13";"Matriculado";"4 dia(s)";2016-11-02 00:41:57
"4341123";"06/10/2016 01:04:18";"Matriculado";"6 dia(s)";2016-11-02 00:41:57
"4341119";"18/10/2016 01:01:43";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4341104";"08/10/2016 01:01:36";"Matriculado";"8 dia(s)";2016-11-02 00:41:57
"4341063";"20/10/2016 01:01:38";"Matriculado";"20 dia(s)";2016-11-02 00:41:57
"4340882";"08/10/2016 01:04:34";"Matriculado";"9 dia(s)";2016-11-02 00:41:57
"4340877";"21/10/2016 01:01:37";"Recusa Auto.NÃ£o Comparecimento";"2 dia(s)";2016-11-02 00:41:57
"4340755";"11/10/2016 01:01:19";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4340691";"19/10/2016 01:01:30";"Matriculado";"20 dia(s)";2016-11-02 00:41:57
"4340668";"08/10/2016 01:01:36";"Matriculado";"9 dia(s)";2016-11-02 00:41:57
"4340613";"01/11/2016 01:06:07";"Aguardando EfetivaÃ§Ã£o de MatrÃ­cula";"33 dia(s)";2016-11-02 00:41:57
"4340604";"22/10/2016 01:01:42";"DesistÃªncia de Vaga na Escola";"2 dia(s)";2016-11-02 00:41:57
"4340583";"19/10/2016 01:01:30";"Matriculado";"20 dia(s)";2016-11-02 00:41:57
"4340491";"21/10/2016 01:01:37";"Matriculado";"22 dia(s)";2016-11-02 00:41:57
"4340477";"15/10/2016 01:02:13";"DesistÃªncia de Vaga na Escola";"1 dia(s)";2016-11-02 00:41:57
"4340396";"03/10/2016 01:00:55";"Recusa Auto.NÃ£o Comparecimento";"4 dia(s)";2016-11-02 00:41:57
"4340380";"12/10/2016 01:01:12";"Matriculado";"13 dia(s)";2016-11-02 00:41:57
"4340317";"03/10/2016 13:39:33";"Matriculado";"4 dia(s)";2016-11-02 00:41:57
"4340286";"21/10/2016 01:01:37";"DesistÃªncia de Vaga na Escola";"1 dia(s)";2016-11-02 00:41:57
"4340257";"05/10/2016 01:03:58";"Matriculado";"6 dia(s)";2016-11-02 00:41:57
"4340180";"19/10/2016 01:01:30";"Matriculado";"21 dia(s)";2016-11-02 00:41:57
"4340127";"17/10/2016 01:01:54";"Matriculado";"19 dia(s)";2016-11-02 00:41:57
"4340126";"19/10/2016 01:01:30";"DesistÃªncia de Vaga na Escola";"1 dia(s)";2016-11-02 00:41:57
"4340121";"27/10/2016 01:02:55";"Matriculado";"29 dia(s)";2016-11-02 00:41:57
"4340106";"04/10/2016 01:01:13";"DesistÃªncia de Vaga na Escola";"6 dia(s)";2016-11-02 00:41:57
"4340105";"30/10/2016 01:06:04";"Aguardando EfetivaÃ§Ã£o de MatrÃ­cula";"2 dia(s)";2016-11-02 00:41:57
"4340100";"18/10/2016 01:01:43";"DesistÃªncia de Vaga na Escola";"20 dia(s)";2016-11-02 00:41:57
"4340053";"28/10/2016 01:02:13";"DesistÃªncia de Vaga na Escola";"30 dia(s)";2016-11-02 00:41:57
"4340044";"30/10/2016 01:02:19";"Aguardando EfetivaÃ§Ã£o de MatrÃ­cula";"26 dia(s)";2016-11-02 00:41:57
"4340038";"06/10/2016 01:01:25";"Matriculado";"8 dia(s)";2016-11-02 00:41:57
"4340036";"26/10/2016 01:01:58";"DesistÃªncia de Vaga na Escola";"28 dia(s)";2016-11-02 00:41:57
"4339986";"19/10/2016 01:01:30";"Recusa Auto.NÃ£o Comparecimento";"21 dia(s)";2016-11-02 00:41:57
"4339953";"06/10/2016 01:01:25";"Matriculado";"8 dia(s)";2016-11-02 00:41:57
"4339928";"27/10/2016 01:02:55";"DesistÃªncia de Vaga na Escola";"1 dia(s)";2016-11-02 00:41:57
"4339860";"20/10/2016 01:01:38";"Matriculado";"22 dia(s)";2016-11-02 00:41:57
"4339842";"12/10/2016 01:01:12";"Matriculado";"14 dia(s)";2016-11-02 00:41:57
"4339729";"06/10/2016 01:01:25";"Matriculado";"8 dia(s)";2016-11-02 00:41:57
"4339725";"20/10/2016 01:01:38";"DesistÃªncia de Vaga na Escola";"22 dia(s)";2016-11-02 00:41:57
"4339700";"08/10/2016 01:01:36";"Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
"4339695";"03/10/2016 14:31:26";"Matriculado";"5 dia(s)";2016-11-02 00:41:57
"4339692";"19/10/2016 01:01:30";"Matriculado";"16 dia(s)";2016-11-02 00:41:57
"4339683";"18/10/2016 01:01:43";"DesistÃªncia de Vaga na Escola";"20 dia(s)";2016-11-02 00:41:57
"4339641";"05/10/2016 01:03:58";"NÃ£o Compareceu";"7 dia(s)";2016-11-02 00:41:57
"4339604";"15/10/2016 01:02:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4339596";"01/11/2016 01:02:44";"Aguardando EfetivaÃ§Ã£o de MatrÃ­cula";"1 dia(s)";2016-11-02 00:41:57
"4339594";"09/10/2016 01:01:38";"Recusa Auto.NÃ£o Comparecimento";"2 dia(s)";2016-11-02 00:41:57
"4339575";"12/10/2016 01:01:12";"DesistÃªncia de Vaga na Escola";"2 dia(s)";2016-11-02 00:41:57
"4339574";"04/10/2016 01:03:53";"Matriculado";"6 dia(s)";2016-11-02 00:41:57
"4339571";"27/10/2016 01:07:17";"Aguardando EfetivaÃ§Ã£o de MatrÃ­cula";"1 dia(s)";2016-11-02 00:41:57
"4339526";"29/10/2016 01:02:18";"Aguardando EfetivaÃ§Ã£o de MatrÃ­cula";"31 dia(s)";2016-11-02 00:41:57
"4339511";"06/10/2016 01:01:25";"Matriculado";"8 dia(s)";2016-11-02 00:41:57
"4339508";"08/10/2016 01:01:36";"Matriculado";"10 dia(s)";2016-11-02 00:41:57
"4339507";"23/10/2016 01:01:23";"NÃ£o Compareceu";"4 dia(s)";2016-11-02 00:41:57
"4339482";"27/10/2016 01:02:55";"DesistÃªncia de Vaga na Escola";"1 dia(s)";2016-11-02 00:41:57
"4339427";"04/10/2016 01:01:13";"Matriculado";"6 dia(s)";2016-11-02 00:41:57
"4339398";"03/10/2016 01:00:55";"Matriculado";"5 dia(s)";2016-11-02 00:41:57
"4339378";"08/10/2016 01:01:36";"Matriculado";"10 dia(s)";2016-11-02 00:41:57
"4339329";"26/10/2016 01:01:58";"Matriculado";"29 dia(s)";2016-11-02 00:41:57
"4339328";"06/10/2016 01:01:25";"DesistÃªncia de Vaga na Escola";"9 dia(s)";2016-11-02 00:41:57
"4339296";"20/10/2016 01:01:38";"Matriculado";"10 dia(s)";2016-11-02 00:41:57
"4339259";"06/10/2016 01:01:25";"Recusa Auto.NÃ£o Comparecimento";"9 dia(s)";2016-11-02 00:41:57
"4339238";"06/10/2016 01:01:25";"Matriculado";"9 dia(s)";2016-11-02 00:41:57
"4339197";"05/10/2016 01:01:14";"Matriculado";"8 dia(s)";2016-11-02 00:41:57
"4339192";"06/10/2016 01:01:25";"Matriculado";"9 dia(s)";2016-11-02 00:41:57
"4339179";"28/10/2016 01:02:13";"DesistÃªncia de Vaga na Escola";"1 dia(s)";2016-11-02 00:41:57
"4339154";"08/10/2016 01:01:36";"Matriculado";"11 dia(s)";2016-11-02 00:41:57
"4339134";"19/10/2016 01:01:30";"Matriculado";"22 dia(s)";2016-11-02 00:41:57
"4339112";"06/10/2016 01:01:25";"Matriculado";"9 dia(s)";2016-11-02 00:41:57
"4339038";"08/10/2016 01:01:36";"Matriculado";"11 dia(s)";2016-11-02 00:41:57
"4339022";"07/10/2016 01:01:17";"Matriculado";"10 dia(s)";2016-11-02 00:41:57
"4338999";"05/10/2016 01:01:14";"Matriculado";"8 dia(s)";2016-11-02 00:41:57
"4338994";"23/10/2016 01:04:06";"Matriculado";"3 dia(s)";2016-11-02 00:41:57
"4338943";"06/10/2016 01:01:25";"Matriculado";"9 dia(s)";2016-11-02 00:41:57
"4338885";"27/10/2016 01:02:55";"Aguardando EfetivaÃ§Ã£o de MatrÃ­cula";"30 dia(s)";2016-11-02 00:41:57
"4338849";"18/10/2016 01:01:43";"Recusa Auto.NÃ£o Comparecimento";"21 dia(s)";2016-11-02 00:41:57
"4338826";"18/10/2016 01:04:33";"DesistÃªncia de Vaga na Escola";"21 dia(s)";2016-11-02 00:41:57
"4338817";"05/10/2016 01:01:14";"Matriculado";"8 dia(s)";2016-11-02 00:41:57
"4338794";"17/10/2016 01:01:54";"Matriculado";"20 dia(s)";2016-11-02 00:41:57
"4338713";"06/10/2016 01:01:25";"Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
"4338677";"15/10/2016 01:02:13";"NÃ£o Compareceu";"18 dia(s)";2016-11-02 00:41:57
"4338657";"03/10/2016 01:00:55";"Matriculado";"6 dia(s)";2016-11-02 00:41:57
"4338506";"18/10/2016 01:01:43";"Matriculado";"22 dia(s)";2016-11-02 00:41:57
"4338490";"04/10/2016 01:01:13";"Matriculado";"8 dia(s)";2016-11-02 00:41:57
"4338442";"19/10/2016 01:01:30";"Matriculado";"22 dia(s)";2016-11-02 00:41:57
"4338432";"15/10/2016 01:02:13";"Recusa Auto.NÃ£o Comparecimento";"19 dia(s)";2016-11-02 00:41:57
"4338351";"06/10/2016 01:01:25";"Matriculado";"10 dia(s)";2016-11-02 00:41:57
"4338316";"18/10/2016 01:01:43";"Matriculado";"22 dia(s)";2016-11-02 00:41:57
"4338273";"06/10/2016 01:01:25";"Matriculado";"10 dia(s)";2016-11-02 00:41:57
"4338241";"08/10/2016 01:01:36";"NÃ£o Compareceu";"12 dia(s)";2016-11-02 00:41:57
"4338195";"08/10/2016 01:01:36";"Matriculado";"12 dia(s)";2016-11-02 00:41:57
"4338193";"12/10/2016 01:01:12";"Matriculado";"16 dia(s)";2016-11-02 00:41:57
"4338063";"11/10/2016 01:01:19";"Matriculado";"15 dia(s)";2016-11-02 00:41:57
"4338036";"28/10/2016 01:02:13";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4338030";"12/10/2016 01:01:12";"Matriculado";"16 dia(s)";2016-11-02 00:41:57
"4338010";"10/10/2016 01:01:24";"Matriculado";"14 dia(s)";2016-11-02 00:41:57
"4337717";"22/10/2016 01:01:42";"Matriculado";"29 dia(s)";2016-11-02 00:41:57
"4337691";"14/10/2016 01:01:17";"Matriculado";"21 dia(s)";2016-11-02 00:41:57
"4337645";"20/10/2016 01:04:17";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4337579";"26/10/2016 01:01:58";"Aguardando EfetivaÃ§Ã£o de MatrÃ­cula";"33 dia(s)";2016-11-02 00:41:57
"4337548";"06/10/2016 01:01:25";"Matriculado";"13 dia(s)";2016-11-02 00:41:57
"4337522";"15/10/2016 01:02:13";"Matriculado";"22 dia(s)";2016-11-02 00:41:57
"4337400";"26/10/2016 01:01:58";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4337380";"11/10/2016 01:01:19";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4337347";"12/10/2016 01:01:12";"Recusa Auto.NÃ£o Comparecimento";"19 dia(s)";2016-11-02 00:41:57
"4337304";"26/10/2016 01:01:58";"Matriculado";"33 dia(s)";2016-11-02 00:41:57
"4336992";"07/10/2016 01:01:17";"Matriculado";"15 dia(s)";2016-11-02 00:41:57
"4336968";"31/10/2016 01:01:46";"Aguardando EfetivaÃ§Ã£o de MatrÃ­cula";"39 dia(s)";2016-11-02 00:41:57
"4336956";"20/10/2016 01:01:38";"Matriculado";"28 dia(s)";2016-11-02 00:41:57
"4336855";"11/10/2016 01:01:19";"Matriculado";"19 dia(s)";2016-11-02 00:41:57
"4336847";"21/10/2016 01:01:37";"Matriculado";"29 dia(s)";2016-11-02 00:41:57
"4336839";"15/10/2016 01:05:16";"Recusa Auto.NÃ£o Comparecimento";"23 dia(s)";2016-11-02 00:41:57
"4336736";"14/10/2016 01:01:17";"Recusa Auto.NÃ£o Comparecimento";"9 dia(s)";2016-11-02 00:41:57
"4336698";"18/10/2016 01:01:43";"NÃ£o Compareceu";"26 dia(s)";2016-11-02 00:41:57
"4336656";"26/10/2016 01:01:58";"Matriculado";"9 dia(s)";2016-11-02 00:41:57
"4336370";"06/10/2016 01:01:25";"Matriculado";"15 dia(s)";2016-11-02 00:41:57
"4336247";"18/10/2016 01:01:43";"Matriculado";"12 dia(s)";2016-11-02 00:41:57
"4336220";"15/10/2016 01:02:13";"Matriculado";"24 dia(s)";2016-11-02 00:41:57
"4336065";"26/10/2016 01:01:58";"Matriculado";"35 dia(s)";2016-11-02 00:41:57
"4336056";"12/10/2016 01:01:12";"Matriculado";"21 dia(s)";2016-11-02 00:41:57
"4336045";"22/10/2016 01:01:42";"Matriculado";"31 dia(s)";2016-11-02 00:41:57
"4336026";"08/10/2016 01:01:36";"Matriculado";"17 dia(s)";2016-11-02 00:41:57
"4336015";"11/10/2016 01:01:19";"Recusa Auto.NÃ£o Comparecimento";"20 dia(s)";2016-11-02 00:41:57
"4336006";"19/10/2016 01:01:30";"DeterminaÃ§Ã£o Legal: 60920000000000 - Matriculado";"12 dia(s)";2016-11-02 00:41:57
"4335986";"02/10/2016 01:00:57";"Recusa Auto.NÃ£o Comparecimento";"11 dia(s)";2016-11-02 00:41:57
"4335981";"07/10/2016 01:01:17";"Matriculado";"16 dia(s)";2016-11-02 00:41:57
"4335949";"05/10/2016 01:01:14";"Matriculado";"14 dia(s)";2016-11-02 00:41:57
"4335934";"04/10/2016 01:01:13";"DesistÃªncia de Vaga na Escola";"13 dia(s)";2016-11-02 00:41:57
"4335909";"27/10/2016 01:02:55";"DesistÃªncia de Vaga na Escola";"29 dia(s)";2016-11-02 00:41:57
"4335764";"05/10/2016 01:01:14";"Recusa Auto.NÃ£o Comparecimento";"15 dia(s)";2016-11-02 00:41:57
"4335746";"21/10/2016 01:01:37";"Matriculado";"31 dia(s)";2016-11-02 00:41:57
"4335721";"06/10/2016 01:04:18";"Matriculado";"1 dia(s)";2016-11-02 00:41:57
"4335636";"19/10/2016 01:01:30";"Matriculado";"29 dia(s)";2016-11-02 00:41:57
"4335635";"02/10/2016 01:00:57";"Matriculado";"6 dia(s)";2016-11-02 00:41:57
"4335594";"21/10/2016 01:01:37";"Matriculado";"31 dia(s)";2016-11-02 00:41:57
"4335553";"07/10/2016 01:01:17";"Matriculado";"17 dia(s)";2016-11-02 00:41:57
"4335494";"08/10/2016 01:01:36";"Recusa Auto.NÃ£o Comparecimento";"18 dia(s)";2016-11-02 00:41:57
"4335493";"18/10/2016 01:01:43";"Recusa Auto.NÃ£o Comparecimento";"28 dia(s)";2016-11-02 00:41:57
"4335269";"06/10/2016 01:01:25";"DeterminaÃ§Ã£o Legal: 60930000000000 - Recusa Auto.NÃ£o Comparecimento";"1 dia(s)";2016-11-02 00:41:57
